Grayscale intensity in dB


TIC Param Data,
,MGrad.:,MGT:,Grad.:,ArT:,TtoP:,PI:,TWH:,TWR:,AUC:,WiAUC:,WoAUC:,
7.14300   ,-4.67421e+01,-4.72513e+01,-4.74278e+01,-4.87891e+01,-4.52108e+01,-5.46111e+01,-5.85854e+01,-5.73052e+01,,         0.39333,-2.60000e+01,
7.22616   ,-4.55394e+01,-4.62518e+01,-4.33506e+01,-4.40629e+01,-4.65436e+01,-5.49199e+01,-5.84766e+01,-5.61485e+01,,         0.39500,-2.60000e+01,
7.30932   ,-4.39066e+01,-4.30796e+01,-4.27788e+01,-4.37447e+01,-4.09189e+01,-5.54134e+01,-5.67176e+01,-5.71722e+01,,         0.39667,-2.60000e+01,
7.39248   ,-4.05481e+01,-4.36291e+01,-4.13133e+01,-4.58159e+01,-3.71585e+01,-5.40939e+01,-5.64220e+01,-6.06847e+01,,         0.39833,-2.50000e+01,
7.47564   ,-4.45873e+01,-4.41469e+01,-4.25693e+01,-4.14124e+01,-3.82013e+01,-5.46168e+01,-5.54493e+01,-5.77073e+01,,         0.40000,-2.40000e+01,
7.55880   ,-4.50564e+01,-4.56119e+01,-4.78495e+01,-4.72499e+01,-4.39910e+01,-5.52699e+01,-5.65253e+01,-6.39502e+01,,         0.40167,-2.30000e+01,
7.64196   ,-4.31308e+01,-4.38393e+01,-4.48042e+01,-4.62389e+01,-4.12459e+01,-5.54078e+01,-5.56614e+01,-6.32172e+01,,         0.40333,-2.20000e+01,
7.72512   ,-4.14292e+01,-4.23347e+01,-4.04141e+01,-4.52324e+01,-3.73729e+01,-5.54378e+01,-5.63475e+01,-6.36565e+01,,         0.40500,-2.00000e+01,
7.80828   ,-4.20037e+01,-4.16001e+01,-4.51094e+01,-4.33988e+01,-4.01118e+01,-5.75024e+01,-5.14381e+01,-6.35974e+01,,         0.40667,-1.90000e+01,
7.89144   ,-4.04837e+01,-4.15052e+01,-4.09382e+01,-4.40245e+01,-3.91815e+01,-5.40409e+01,-5.20983e+01,-6.29919e+01,,         0.40833,-1.70000e+01,
7.97460   ,-4.43273e+01,-4.41646e+01,-4.51170e+01,-4.47775e+01,-4.22939e+01,-5.18097e+01,-5.33304e+01,-6.43507e+01,,         0.41000,-1.50000e+01,
8.05776   ,-4.30140e+01,-4.83409e+01,-4.98544e+01,-4.51900e+01,-4.10317e+01,-5.45237e+01,-5.49245e+01,-6.38300e+01,,         0.41167,-1.40000e+01,
8.14092   ,-4.05661e+01,-4.28183e+01,-4.31423e+01,-4.39523e+01,-3.95028e+01,-5.53588e+01,-5.38456e+01,-6.30035e+01,,         0.41333,-1.30000e+01,
8.22408   ,-4.09928e+01,-4.38346e+01,-4.20523e+01,-4.50471e+01,-4.00781e+01,-5.47450e+01,-5.71608e+01,-6.23704e+01,,         0.41500,-1.20000e+01,
8.30724   ,-4.08974e+01,-4.31047e+01,-4.13475e+01,-4.30216e+01,-3.96058e+01,-5.48377e+01,-5.71315e+01,-6.06264e+01,,         0.41667,-1.10000e+01,
8.39040   ,-4.54698e+01,-4.93170e+01,-4.30569e+01,-4.70690e+01,-4.15605e+01,-5.52968e+01,-5.70221e+01,-5.95316e+01,,         0.41833,-1.00000e+01,
8.47356   ,-4.53675e+01,-4.61873e+01,-4.81854e+01,-4.84753e+01,-4.57961e+01,-5.44362e+01,-5.73347e+01,-6.10723e+01,,         0.42000,-9.00000e+00,
8.55672   ,-4.31916e+01,-4.47056e+01,-4.20715e+01,-4.54396e+01,-4.28250e+01,-5.35138e+01,-5.61897e+01,-6.27055e+01,,         0.42167,-8.00000e+00,
8.63988   ,-4.12978e+01,-4.65532e+01,-4.18581e+01,-4.41258e+01,-4.18833e+01,-5.35554e+01,-5.43816e+01,-6.32706e+01,,         0.42333,-7.00000e+00,
8.72304   ,-4.46839e+01,-4.23128e+01,-4.24682e+01,-4.61659e+01,-4.09505e+01,-5.53085e+01,-5.59754e+01,-6.32078e+01,,         0.42500,-7.00000e+00,
8.80620   ,-4.70801e+01,-4.27373e+01,-4.43849e+01,-4.71451e+01,-4.19295e+01,-5.73719e+01,-5.54795e+01,-6.23850e+01,,         0.42667,-6.00000e+00,
8.88936   ,-4.58532e+01,-4.86977e+01,-4.48078e+01,-4.57036e+01,-4.19041e+01,-5.66894e+01,-5.58180e+01,-6.36332e+01,,         0.42833,-6.00000e+00,
8.97252   ,-4.32540e+01,-4.27831e+01,-4.30178e+01,-4.41482e+01,-4.11933e+01,-5.70856e+01,-5.57634e+01,-6.29860e+01,,         0.43000,-5.00000e+00,
9.05568   ,-4.17080e+01,-4.09051e+01,-4.43950e+01,-4.11229e+01,-4.37354e+01,-5.62320e+01,-5.61201e+01,-6.34614e+01,,         0.43167,-5.00000e+00,
9.13884   ,-4.17641e+01,-4.78156e+01,-4.11875e+01,-4.35703e+01,-4.13065e+01,-5.83946e+01,-5.54101e+01,-6.26988e+01,,         0.43333,-5.00000e+00,
9.22200   ,-4.03594e+01,-4.43385e+01,-4.46256e+01,-4.14583e+01,-4.02695e+01,-5.47293e+01,-5.78861e+01,-6.45106e+01,,         0.43500,-5.00000e+00,
9.30516   ,-4.37046e+01,-4.52680e+01,-4.61115e+01,-4.65708e+01,-4.33572e+01,-5.47479e+01,-5.55480e+01,-6.30391e+01,,         0.43667,-5.00000e+00,
9.38832   ,-4.31446e+01,-4.36395e+01,-4.32507e+01,-4.51389e+01,-4.46230e+01,-5.41835e+01,-5.89564e+01,-6.43301e+01,,         0.43833,-5.00000e+00,
9.47148   ,-4.56733e+01,-4.08734e+01,-4.10556e+01,-4.60127e+01,-4.15208e+01,-5.50509e+01,-5.93739e+01,-5.66460e+01,,         0.44000,-5.00000e+00,
9.55464   ,-4.33604e+01,-4.33952e+01,-4.43879e+01,-4.23479e+01,-4.28541e+01,-5.46534e+01,-5.77013e+01,-5.52147e+01,,         0.44167,-5.00000e+00,
9.63780   ,-3.88582e+01,-3.84633e+01,-4.32098e+01,-4.25995e+01,-4.24023e+01,-5.49351e+01,-5.76316e+01,-5.08307e+01,,         0.44333,-5.00000e+00,
9.72096   ,-4.50307e+01,-4.59345e+01,-4.49714e+01,-4.81421e+01,-4.52409e+01,-5.30006e+01,-5.65325e+01,-5.17589e+01,,         0.44500,-6.00000e+00,
9.80412   ,-4.29908e+01,-4.29264e+01,-4.42970e+01,-4.37245e+01,-4.15847e+01,-5.47701e+01,-5.51190e+01,-5.28406e+01,,         0.44667,-6.00000e+00,
9.88728   ,-3.99985e+01,-3.91537e+01,-4.05736e+01,-4.27108e+01,-4.05341e+01,-5.62647e+01,-5.61825e+01,-5.33647e+01,,         0.44833,-6.00000e+00,
9.97044   ,-3.99542e+01,-4.09721e+01,-4.13387e+01,-4.30258e+01,-3.87909e+01,-5.46801e+01,-5.56730e+01,-5.43241e+01,,         0.45000,-6.00000e+00,
10.05360  ,-4.09253e+01,-3.85755e+01,-4.28658e+01,-4.26982e+01,-3.95816e+01,-5.52308e+01,-5.60336e+01,-5.50047e+01,,         0.45167,-6.00000e+00,
10.13676  ,-4.67398e+01,-5.01543e+01,-4.70005e+01,-4.62929e+01,-4.54589e+01,-5.51565e+01,-5.56516e+01,-5.58961e+01,,         0.45333,-6.00000e+00,
10.21992  ,-4.41715e+01,-4.59710e+01,-4.36862e+01,-4.50937e+01,-4.03324e+01,-5.77171e+01,-5.51197e+01,-5.51910e+01,,         0.45500,-6.00000e+00,
10.30308  ,-4.04920e+01,-4.54389e+01,-4.26718e+01,-4.32154e+01,-3.97744e+01,-5.62061e+01,-5.68778e+01,-5.46035e+01,,         0.45667,-6.00000e+00,
10.38624  ,-4.20279e+01,-4.78077e+01,-4.14918e+01,-4.30470e+01,-4.05325e+01,-5.68330e+01,-5.60333e+01,-5.38254e+01,,         0.45833,-5.00000e+00,
10.46940  ,-4.27355e+01,-4.08765e+01,-3.94590e+01,-4.55775e+01,-4.13772e+01,-5.53871e+01,-5.82159e+01,-5.29195e+01,,         0.46000,-5.00000e+00,
10.55256  ,-4.41701e+01,-4.48573e+01,-4.52085e+01,-4.93708e+01,-4.27606e+01,-5.49148e+01,-5.81807e+01,-5.26709e+01,,         0.46167,-4.00000e+00,
10.63573  ,-4.37379e+01,-4.66320e+01,-4.29906e+01,-4.55148e+01,-4.29906e+01,-5.61866e+01,-5.86589e+01,-5.52158e+01,,         0.46333,-3.00000e+00,
10.71889  ,-4.11929e+01,-4.11331e+01,-4.41470e+01,-4.28039e+01,-4.03553e+01,-5.66217e+01,-5.79909e+01,-5.40252e+01,,         0.46500,-2.00000e+00,
10.80205  ,-4.36065e+01,-4.31969e+01,-4.67487e+01,-4.67834e+01,-4.02003e+01,-5.35977e+01,-5.71452e+01,-5.28653e+01,,         0.46667,-1.00000e+00,
