Grayscale intensity in dB


TIC Param Data,
,MGrad.:,MGT:,Grad.:,ArT:,TtoP:,PI:,TWH:,TWR:,AUC:,WiAUC:,WoAUC:,
2.74298   ,-5.05319e+01,-4.94719e+01,-5.02518e+01,-5.06829e+01,-6.10317e+01,-4.69684e+01,-5.12185e+01,-5.37787e+01,,         0.34833,-1.00000e+01,
2.77614   ,-4.90006e+01,-4.99337e+01,-4.96558e+01,-5.00509e+01,-6.16625e+01,-4.87613e+01,-5.02615e+01,-6.26864e+01,,         0.35000,-1.00000e+01,
2.80929   ,-5.27344e+01,-5.01103e+01,-5.17791e+01,-5.00943e+01,-6.36125e+01,-4.49652e+01,-5.20720e+01,-5.83930e+01,,         0.35167,-1.00000e+01,
2.84245   ,-4.97922e+01,-5.07103e+01,-5.03916e+01,-4.99430e+01,-6.38432e+01,-4.51816e+01,-5.25222e+01,-5.71302e+01,,         0.35333,-9.00000e+00,
2.87561   ,-4.95944e+01,-5.47623e+01,-5.32161e+01,-5.16041e+01,-5.72085e+01,-4.82717e+01,-5.43816e+01,-5.75584e+01,,         0.35500,-9.00000e+00,
2.90877   ,-5.18763e+01,-5.08564e+01,-4.92735e+01,-5.09717e+01,-5.54919e+01,-4.79345e+01,-5.09401e+01,-6.01853e+01,,         0.35667,-9.00000e+00,
2.94193   ,-4.93334e+01,-5.06914e+01,-5.05114e+01,-5.11661e+01,-6.09078e+01,-4.67745e+01,-5.15989e+01,-5.88554e+01,,         0.35833,-1.00000e+01,
2.97509   ,-4.92769e+01,-4.95792e+01,-4.96780e+01,-5.07514e+01,-6.12123e+01,-4.81717e+01,-5.15801e+01,-6.43475e+01,,         0.36000,-1.00000e+01,
3.00824   ,-5.19891e+01,-5.04242e+01,-4.94950e+01,-5.06531e+01,-5.86747e+01,-4.69915e+01,-5.08898e+01,-5.98105e+01,,         0.36167,-1.10000e+01,
3.04140   ,-4.95611e+01,-4.66081e+01,-5.15702e+01,-4.98943e+01,-6.36136e+01,-4.63799e+01,-5.11193e+01,-5.96431e+01,,         0.36333,-1.20000e+01,
3.07456   ,-5.10432e+01,-5.03990e+01,-5.07165e+01,-5.01339e+01,-6.25333e+01,-4.64032e+01,-5.41456e+01,-5.64373e+01,,         0.36500,-1.30000e+01,
3.10772   ,-5.07963e+01,-5.23218e+01,-5.03847e+01,-5.26644e+01,-5.88126e+01,-4.69752e+01,-5.30620e+01,-5.52279e+01,,         0.36667,-1.40000e+01,
3.14088   ,-4.60375e+01,-5.19564e+01,-5.12134e+01,-5.17551e+01,-5.85984e+01,-4.78435e+01,-5.43515e+01,-5.62062e+01,,         0.36833,-1.50000e+01,
3.17404   ,-4.84443e+01,-4.74842e+01,-5.02888e+01,-5.16884e+01,-5.90504e+01,-4.61945e+01,-5.10032e+01,-5.46080e+01,,         0.37000,-1.50000e+01,
3.20719   ,-4.91459e+01,-4.89823e+01,-5.00158e+01,-5.04946e+01,-5.86671e+01,-4.62583e+01,-5.18164e+01,-5.70909e+01,,         0.37167,-1.40000e+01,
3.24035   ,-4.92493e+01,-4.90942e+01,-5.03576e+01,-5.15742e+01,-5.74066e+01,-4.69765e+01,-5.07107e+01,-6.05984e+01,,         0.37333,-1.30000e+01,
3.27351   ,-5.24137e+01,-4.77168e+01,-4.84782e+01,-5.11580e+01,-6.07591e+01,-4.62403e+01,-5.16963e+01,-6.04564e+01,,         0.37500,-1.00000e+01,
3.30667   ,-4.96982e+01,-4.99889e+01,-5.29448e+01,-5.16543e+01,-6.25973e+01,-4.52032e+01,-5.32332e+01,-5.63376e+01,,         0.37667,-7.00000e+00,
3.33983   ,-5.15111e+01,-5.23007e+01,-5.19964e+01,-5.13813e+01,-6.11357e+01,-4.44011e+01,-5.43277e+01,-5.53170e+01,,         0.37833,-2.00000e+00,
