Grayscale intensity in dB


TIC Param Data,
,MGrad.:,MGT:,Grad.:,ArT:,TtoP:,PI:,TWH:,TWR:,AUC:,WiAUC:,WoAUC:,
6.02701   ,-5.11403e+01,-4.97976e+01,-4.94817e+01,-5.23648e+01,-5.33181e+01,-6.60436e+01,-5.52269e+01,-6.64363e+01,,         0.39500,4.00000e+00,
6.08562   ,-5.40964e+01,-5.56150e+01,-5.51163e+01,-5.17023e+01,-5.41374e+01,-6.33824e+01,-5.50800e+01,-6.25426e+01,,         0.39667,9.00000e+00,
6.14423   ,-5.10186e+01,-4.78554e+01,-5.17399e+01,-4.77174e+01,-5.29118e+01,-6.46067e+01,-5.21080e+01,-6.39519e+01,,         0.39833,1.60000e+01,
6.20284   ,-5.06315e+01,-5.27318e+01,-5.11935e+01,-4.91851e+01,-5.13986e+01,-6.47520e+01,-5.58451e+01,-6.06416e+01,,         0.40000,2.20000e+01,
6.26145   ,-5.12011e+01,-5.13535e+01,-4.93456e+01,-4.89250e+01,-4.91713e+01,-6.65403e+01,-5.29013e+01,-5.90702e+01,,         0.40167,2.90000e+01,
6.32006   ,-5.38561e+01,-4.85553e+01,-5.82215e+01,-4.67301e+01,-5.61239e+01,-6.53509e+01,-4.87299e+01,-6.05085e+01,,         0.40333,3.50000e+01,
6.37867   ,-5.27563e+01,-5.18848e+01,-5.19324e+01,-5.09243e+01,-4.68819e+01,-6.20012e+01,-4.94041e+01,-5.69242e+01,,         0.40500,4.00000e+01,
6.43728   ,-5.04472e+01,-5.26039e+01,-4.83945e+01,-4.98107e+01,-5.29399e+01,-6.02493e+01,-4.43065e+01,-5.53292e+01,,         0.40667,4.50000e+01,
6.49589   ,-5.09643e+01,-5.09244e+01,-4.86184e+01,-4.95921e+01,-5.28884e+01,-6.47423e+01,-4.84706e+01,-5.63747e+01,,         0.40833,4.90000e+01,
6.55451   ,-5.49383e+01,-5.38667e+01,-5.57730e+01,-5.28888e+01,-5.30714e+01,-6.18518e+01,-4.65314e+01,-5.60718e+01,,         0.41000,5.00000e+01,
6.61312   ,-4.64134e+01,-4.86121e+01,-4.82912e+01,-5.59900e+01,-4.93868e+01,-5.83599e+01,-4.75626e+01,-5.59680e+01,,         0.41167,5.10000e+01,
6.67173   ,-4.20661e+01,-4.91220e+01,-4.45391e+01,-4.04099e+01,-4.51417e+01,-6.14996e+01,-4.80669e+01,-5.75601e+01,,         0.41333,4.90000e+01,
6.73034   ,-5.29338e+01,-4.78614e+01,-4.79469e+01,-5.28800e+01,-5.00154e+01,-6.46896e+01,-4.81198e+01,-5.83066e+01,,         0.41500,4.50000e+01,
6.78895   ,-5.09438e+01,-4.51442e+01,-4.73414e+01,-5.34555e+01,-5.64852e+01,-6.16684e+01,-4.92685e+01,-5.99651e+01,,         0.41667,4.00000e+01,
